SchemaName,ViewName,create_date,modify_date,IsSchemaBound
std,RptHeadingView,2022-01-09 15:44:24.970,2022-08-21 13:30:42.450,0
std,RptMovementTypeView,2022-01-09 15:45:43.713,2022-04-27 12:41:13.877,0
std,RptMRSummeryView,2022-08-21 11:13:18.283,2022-11-27 17:11:31.633,0
std,RptObservationCategoryView,2022-01-09 15:52:15.313,2022-04-26 15:23:14.010,0
std,RptObservationCharacteristicDetailView,2022-01-09 16:01:11.550,2024-11-24 18:24:56.787,0
std,RptObservationCharacteristicView,2022-01-09 16:05:14.180,2022-04-26 15:24:02.403,0
std,RptObservationKeyWordView,2023-10-23 14:20:51.580,2025-02-24 15:46:02.280,0
std,RptObservationView,2022-01-09 15:50:13.357,2022-04-26 15:24:52.413,0
std,RptOrganizationView,2022-01-09 16:02:31.710,2022-02-09 17:28:37.427,0
std,RptReportStructureView,2022-01-09 16:08:08.160,2022-02-09 17:29:14.453,0
std,RptReportTypeView,2022-01-09 16:09:19.110,2022-02-09 17:33:25.737,0
std,RptRiskTypeView,2022-01-09 16:10:36.043,2022-04-27 12:04:36.447,0
std,RptStructureCategoryView,2022-01-09 16:14:23.770,2022-02-09 17:31:54.730,0
std,RptStructureElementView,2022-01-09 16:15:27.117,2022-02-09 17:32:24.180,0
std,RptStructureTypeView,2022-01-09 16:16:50.610,2022-02-09 17:32:49.910,0
std,RptZoneView,2022-01-09 16:17:36.973,2026-01-11 12:33:23.160,0
std,RptZoneWiseManagerView,2022-01-09 16:19:12.197,2026-01-11 12:33:19.027,0
std,SchedulerMatrixView,2025-08-31 14:21:58.113,2025-09-14 15:32:58.053,0
std,StructureTypeView,2021-12-09 15:02:47.980,2022-01-30 14:55:29.437,0
std,ZoneView,2021-12-09 18:36:57.330,2026-01-11 12:32:53.860,0
toa,LineManagerView,2022-08-30 16:07:21.527,2023-03-20 16:12:17.713,0
wkf,ApprovalNotificationView,2022-09-28 15:44:34.923,2023-12-24 15:18:18.233,0
wkf,DesignationStepView,2022-07-21 11:43:58.210,2022-08-23 06:29:20.980,0
wkf,GetZoneWiseHigherApprovalView,2022-11-09 14:52:44.547,2026-01-11 12:33:14.420,0
wkf,RptDesignationStepView,2025-04-28 18:11:20.240,2025-04-28 18:11:20.240,0
wkf,RptWorkFlowLevelView,2025-04-28 18:10:05.760,2025-04-28 18:10:05.760,0
wkf,RptWorkflowProcessView,2025-04-28 18:21:50.030,2025-04-28 18:21:50.030,0
wkf,WorkFlowLevelView,2022-07-21 11:45:56.870,2022-07-21 11:46:23.373,0
wkf,WorkflowProcessDetailView,2022-07-21 12:00:35.987,2025-02-24 15:00:42.817,0
wkf,WorkflowProcessHistoryView,2022-08-21 11:14:24.670,2022-11-22 12:10:42.080,0
wkf,WorkflowProcessView,2022-07-21 11:45:26.050,2022-07-21 11:45:26.050,0
